1,1,answer_id_un,回答ID_未使用,,5,1,0,1,1,,0,0,,9
1,2,answer_date,回答日時,,5,19,0,1,1,,0,0,,9
1,3,updt_date_un,更新日時_未使用,,5,19,0,1,1,,0,0,,9
1,4,id_un,ID_未使用,,5,10,0,1,1,,0,0,,9
1,5,password_un,パスワード_未使用,,5,10,0,1,1,,0,0,,9
1,6,bank_code_un,金融機関コード_未使用,,5,4,0,1,1,,0,0,,9
1,7,name_kanji_un,漢字氏名_未使用,,11,60,0,1,1,,0,0,,9
1,8,name_kana_un,カナ氏名_未使用,,11,48,0,1,1,,0,0,,9
1,9,zipcode_un,郵便番号_未使用,,5,8,0,1,1,,0,0,,9
1,10,address_un,住所_未使用,,11,196,0,1,1,,0,0,,9
1,11,nation_un,国籍_未使用,,1,27,0,1,1,,0,0,,9
1,12,visa_un,在留資格_未使用,,11,30,0,1,1,,0,0,,9
1,13,visa_limit_un,在留期限_未使用,,11,20,0,1,1,,0,0,,9
1,14,ctrl_num,管理番号,,5,15,1,0,1,,0,0,,9
1,15,ans_date_ex_un,回答日時_連携_未使用,,5,19,0,1,1,,0,0,,9
1,16,data_id_un,データID_未使用,,5,50,0,1,1,,0,0,,9
1,17,reg_date_un,登録日時_未使用,,5,19,0,1,1,,0,0,,9
1,18,upd_date2_un,更新日時_未使用,,5,19,0,1,1,,0,0,,9
1,19,referer_un,リンク元_未使用,,11,50,0,1,1,,0,0,,9
1,20,ipaddr_un,IPアドレス_未使用,,11,50,0,1,1,,0,0,,9
1,21,browser_un,ブラウザ_未使用,,11,50,0,1,1,,0,0,,9
1,22,reg_path_un,登録経路_未使用,,11,50,0,1,1,,0,0,,9
1,23,form_id_un,フォームID_未使用,,11,50,0,1,1,,0,0,,9
1,24,agree_pi_un,個人情報利用規約同意_隠し項目_未使用,,11,50,0,1,1,,0,0,,9
1,25,namechg_flg,名前の変更の有無,,6,1,0,0,1,^[1-2]$,0,0,,9
1,26,lname_kanji,氏名漢字_姓,,1,14,0,1,1,,0,0,,9
1,27,fname_kanji,氏名漢字_名,,1,14,0,1,1,,0,0,,9
1,28,lname_kana,氏名カナ_姓,,5,14,0,1,1,,0,0,,9
1,29,fname_kana,氏名カナ_名,,5,14,0,1,1,,0,0,,9
1,30,addrchg_flg,住所変更の有無,,6,1,0,0,1,^[1-2]$,0,0,,9
1,31,zipcode,郵便番号,,5,8,0,1,1,,0,0,,9
1,32,pref,都道府県,,6,2,0,1,1,,0,0,,9
1,33,city,市区町村,,1,64,0,1,1,,0,0,,9
