3,1,bpo_num,BPO管理番号,,5,15,1,0,1,,0,0,,9
3,2,bpo_persona_cd,人格コード,,5,2,0,0,1,,0,0,,9
3,3,entry_date,記入日,,5,6,1,1,1,,0,0,,9
3,4,org_name_chg,団体名変更有無,,5,2,0,1,1,^([0]|[1]|[01])$,0,0,,9
3,5,org_name_new,変更後の漢字団体名,,1,30,0,1,1,,0,0,,9
3,6,org_kana_new,変更後のカナ団体名,,5,48,0,1,1,,0,0,,9
3,7,org_type1,団体種類①_資本多数決か否か,,5,1,1,1,1,^[1-3]$,0,0,,9
3,8,org_type2,団体種類②_資本多数決か否か,,5,1,1,1,1,^[1-3]$,0,0,,9
3,9,biz_type1,事業内容_業種①,,5,2,0,1,1,^([1-9]|[1][0-3])$,0,0,,9
3,10,biz_type2,事業内容_業種②,,5,2,0,1,1,^([1-9]|[1][0-3])$,0,0,,9
3,11,biz_other,事業内容業種その他,,1,10,0,1,1,,0,0,,9
3,12,product_srv,主な製品・サービス,,1,10,0,1,1,,0,0,,9
3,13,est_date_chg,設立年月日変更有無,,5,2,0,1,1,^([0]|[1]|[01])$,0,0,,9
3,14,est_date,設立年月日,,5,8,1,1,1,,0,0,,9
3,15,addr_chg,住所変更有無,,5,2,0,1,1,,0,0,,9
3,16,zip_new,変更後郵便番号,,5,7,0,1,1,,0,0,,9
3,17,pref_new,変更後都道府県,,1,5,0,1,1,,0,0,,9
3,18,city_new,変更後市区町村,,1,64,0,1,1,,0,0,,9
3,19,addr1_new,変更後丁目・番地,,1,64,0,1,1,,0,0,,9
3,20,addr2_new,変更後マンション名・部屋番号,,1,64,0,1,1,,0,0,,9
3,21,kana_addr,変更後カナ住所,,1,176,0,1,1,,0,0,,9
3,22,hq_ctry_chg,本店所在国変更有無,,5,2,0,1,1,^([0]|[1]|[01])$,0,0,,9
3,23,hq_country,本社所在国名,,1,27,0,1,1,,0,0,,9
3,24,tel,電話番号,,5,13,0,1,1,,0,0,,9
3,25,purp_chg,取引目的コード変更有無,,5,2,0,1,1,^([0]|[1]|[01])$,0,0,,9
3,26,purp_cd1,取引目的コード1,,5,3,1,1,1,^[0][0][1]$,0,0,,9
3,27,purp_cd2,取引目的コード2,,5,3,1,1,1,^[0][0][2]$,0,0,,9
3,28,purp_cd3,取引目的コード3,,5,3,1,1,1,^[0][0][3]$,0,0,,9
3,29,purp_cd4,取引目的コード4,,5,3,1,1,1,^[0][0][4]$,0,0,,9
3,30,purp_cd5,取引目的コード5,,5,3,1,1,1,^[0][0][5]$,0,0,,9
